campaign_id,date,impressions,clicks,cost,conversions,ctr,cpc,cpa
Display_Programmatic,2026-01-03,43965,137,155.67,1,0.003116,1.1363,155.67
Email_Newsletter,2026-01-03,7502,161,69.9,12,0.021461,0.4342,5.825
Search_Google,2026-01-03,10350,315,495.34,24,0.030435,1.5725,20.6392
Social_FB,2026-01-03,26403,439,651.78,14,0.016627,1.4847,46.5557
Social_IG,2026-01-03,19773,425,280.05,9,0.021494,0.6589,31.1167
Display_Programmatic,2026-01-04,27301,101,102.43,1,0.003699,1.0142,102.43
Email_Newsletter,2026-01-04,4506,163,117.72,15,0.036174,0.7222,7.848
Search_Google,2026-01-04,6762,394,822.34,31,0.058267,2.0872,26.5271
Social_FB,2026-01-04,18620,236,316.06,7,0.012675,1.3392,45.1514
Social_IG,2026-01-04,19853,330,312.98,13,0.016622,0.9484,24.0754
Display_Programmatic,2026-01-05,26193,187,215.98,4,0.007139,1.155,53.995
Email_Newsletter,2026-01-05,5486,145,46.85,8,0.026431,0.3231,5.8562
Search_Google,2026-01-05,13361,696,905.22,28,0.052092,1.3006,32.3293
Social_FB,2026-01-05,17505,317,241.21,15,0.018109,0.7609,16.0807
Social_IG,2026-01-05,14385,252,162.63,4,0.017518,0.6454,40.6575
Display_Programmatic,2026-01-06,40831,298,167.29,6,0.007298,0.5614,27.8817
Email_Newsletter,2026-01-06,9367,509,333.45,46,0.05434,0.6551,7.2489
Search_Google,2026-01-06,15087,375,1237.31,26,0.024856,3.2995,47.5888
Social_FB,2026-01-06,21833,322,236.17,6,0.014748,0.7334,39.3617
Social_IG,2026-01-06,9111,173,245.85,4,0.018988,1.4211,61.4625
Display_Programmatic,2026-01-07,29692,315,177.19,6,0.010609,0.5625,29.5317
Email_Newsletter,2026-01-07,5440,295,172.96,30,0.054228,0.5863,5.7653
Search_Google,2026-01-07,5416,111,319.64,10,0.020495,2.8796,31.964
Social_FB,2026-01-07,27063,435,353.62,21,0.016074,0.8129,16.839
Social_IG,2026-01-07,13524,212,141.87,5,0.015676,0.6692,28.374
Display_Programmatic,2026-01-08,14432,109,87.15,1,0.007553,0.7995,87.15
Email_Newsletter,2026-01-08,9091,365,185.26,40,0.04015,0.5076,4.6315
Search_Google,2026-01-08,9259,241,572.22,13,0.026029,2.3744,44.0169
Social_FB,2026-01-08,20447,270,458.07,10,0.013205,1.6966,45.807
Social_IG,2026-01-08,20565,374,399.74,7,0.018186,1.0688,57.1057
Display_Programmatic,2026-01-09,25000,262,249.45,2,0.01048,0.9521,124.725
Email_Newsletter,2026-01-09,5628,262,146.37,28,0.046553,0.5587,5.2275
Search_Google,2026-01-09,7300,375,475.19,25,0.05137,1.2672,19.0076
Social_FB,2026-01-09,28391,791,831.8,17,0.027861,1.0516,48.9294
Social_IG,2026-01-09,20559,254,322.71,9,0.012355,1.2705,35.8567
Display_Programmatic,2026-01-10,15784,139,110.67,1,0.008806,0.7962,110.67
Email_Newsletter,2026-01-10,5622,123,80.27,10,0.021878,0.6526,8.027
Search_Google,2026-01-10,10725,292,695.94,16,0.027226,2.3834,43.4963
Social_FB,2026-01-10,11539,195,259.11,8,0.016899,1.3288,32.3888
Social_IG,2026-01-10,14782,199,211.33,5,0.013462,1.062,42.266
Display_Programmatic,2026-01-11,27004,308,210.32,5,0.011406,0.6829,42.064
Email_Newsletter,2026-01-11,8020,210,195.69,20,0.026185,0.9319,9.7845
Search_Google,2026-01-11,5431,189,648.51,7,0.0348,3.4313,92.6443
Social_FB,2026-01-11,17557,411,350.74,20,0.023409,0.8534,17.537
Social_IG,2026-01-11,16535,234,193.03,4,0.014152,0.8249,48.2575
Display_Programmatic,2026-01-12,17768,193,99.25,3,0.010862,0.5142,33.0833
Email_Newsletter,2026-01-12,3344,123,38.65,7,0.036782,0.3142,5.5214
Search_Google,2026-01-12,7577,309,1091.5,16,0.040781,3.5324,68.2188
Social_FB,2026-01-12,26343,535,413.12,20,0.020309,0.7722,20.656
Social_IG,2026-01-12,9498,98,104.54,3,0.010318,1.0667,34.8467
Display_Programmatic,2026-01-13,17311,91,83.47,1,0.005257,0.9173,83.47
Email_Newsletter,2026-01-13,2287,67,50.5,4,0.029296,0.7537,12.625
Search_Google,2026-01-13,11478,250,465.48,9,0.021781,1.8619,51.72
Social_FB,2026-01-13,10478,106,83.07,2,0.010116,0.7837,41.535
Social_IG,2026-01-13,12468,231,296.1,8,0.018527,1.2818,37.0125
Display_Programmatic,2026-01-14,17675,132,62.9,3,0.007468,0.4765,20.9667
Email_Newsletter,2026-01-14,4919,178,112.89,21,0.036186,0.6342,5.3757
Search_Google,2026-01-14,13825,795,1763.28,30,0.057505,2.218,58.776
Social_FB,2026-01-14,17254,454,509.83,10,0.026313,1.123,50.983
Social_IG,2026-01-14,18589,383,458.54,6,0.020604,1.1972,76.4233
Display_Programmatic,2026-01-15,24869,224,151.66,3,0.009007,0.6771,50.5533
Email_Newsletter,2026-01-15,5545,167,53.01,17,0.030117,0.3174,3.1182
Search_Google,2026-01-15,5898,226,395.1,14,0.038318,1.7482,28.2214
Social_FB,2026-01-15,9408,189,143.06,7,0.020089,0.7569,20.4371
Social_IG,2026-01-15,13819,216,224.38,8,0.015631,1.0388,28.0475
Display_Programmatic,2026-01-16,31517,314,125.2,2,0.009963,0.3987,62.6
Email_Newsletter,2026-01-16,4388,131,99.3,10,0.029854,0.758,9.93
Search_Google,2026-01-16,6106,162,601.44,8,0.026531,3.7126,75.18
Social_FB,2026-01-16,25402,278,215.83,12,0.010944,0.7764,17.9858
Social_IG,2026-01-16,19368,303,336.58,11,0.015644,1.1108,30.5982
Display_Programmatic,2026-01-17,28488,289,305.86,3,0.010145,1.0583,101.9533
Email_Newsletter,2026-01-17,7361,191,114.08,16,0.025948,0.5973,7.13
Search_Google,2026-01-17,8481,304,749.7,26,0.035845,2.4661,28.8346
Social_FB,2026-01-17,12986,311,252.1,15,0.023949,0.8106,16.8067
Social_IG,2026-01-17,13469,175,134.19,6,0.012993,0.7668,22.365
Display_Programmatic,2026-01-18,34511,155,99.2,3,0.004491,0.64,33.0667
Email_Newsletter,2026-01-18,3923,91,68.68,4,0.023197,0.7547,17.17
Search_Google,2026-01-18,11289,672,1059.88,41,0.059527,1.5772,25.8507
Social_FB,2026-01-18,9288,215,206.1,10,0.023148,0.9586,20.61
Social_IG,2026-01-18,13054,120,148.82,5,0.009193,1.2402,29.764
Display_Programmatic,2026-01-19,39719,155,69.49,1,0.003902,0.4483,69.49
Email_Newsletter,2026-01-19,7917,211,114.35,19,0.026652,0.5419,6.0184
Search_Google,2026-01-19,14542,803,1395.54,51,0.055219,1.7379,27.3635
Social_FB,2026-01-19,21782,554,655.09,24,0.025434,1.1825,27.2954
Social_IG,2026-01-19,15275,223,206.28,8,0.014599,0.925,25.785
Display_Programmatic,2026-01-20,21658,80,76.97,1,0.003694,0.9621,76.97
Email_Newsletter,2026-01-20,9041,248,114.1,12,0.027431,0.4601,9.5083
Search_Google,2026-01-20,14162,382,722.04,31,0.026974,1.8902,23.2916
Social_FB,2026-01-20,15864,399,645.89,13,0.025151,1.6188,49.6838
Social_IG,2026-01-20,16378,301,229.03,5,0.018378,0.7609,45.806
Display_Programmatic,2026-01-21,17554,205,194.26,2,0.011678,0.9476,97.13
Email_Newsletter,2026-01-21,5883,273,76.76,29,0.046405,0.2812,2.6469
Search_Google,2026-01-21,10977,572,708.33,35,0.052109,1.2383,20.238
Social_FB,2026-01-21,21011,456,261.47,21,0.021703,0.5734,12.451
Social_IG,2026-01-21,9049,129,167.74,4,0.014256,1.3003,41.935
Display_Programmatic,2026-01-22,32512,164,123.15,3,0.005044,0.7509,41.05
Email_Newsletter,2026-01-22,3760,187,126.44,18,0.049734,0.6761,7.0244
Search_Google,2026-01-22,5160,113,230.74,7,0.021899,2.0419,32.9629
Social_FB,2026-01-22,17504,351,407.61,13,0.020053,1.1613,31.3546
Social_IG,2026-01-22,15266,146,139.22,5,0.009564,0.9536,27.844
Display_Programmatic,2026-01-23,42400,345,226.91,5,0.008137,0.6577,45.382
Email_Newsletter,2026-01-23,6678,242,108.94,13,0.036238,0.4502,8.38
Search_Google,2026-01-23,7095,291,945.67,11,0.041015,3.2497,85.97
Social_FB,2026-01-23,20477,363,512.33,10,0.017727,1.4114,51.233
Social_IG,2026-01-23,8305,74,74.24,3,0.00891,1.0032,24.7467
Display_Programmatic,2026-01-24,21975,119,112.78,1,0.005415,0.9477,112.78
Email_Newsletter,2026-01-24,7372,303,122.85,34,0.041101,0.4054,3.6132
Search_Google,2026-01-24,13265,611,1757.49,53,0.046061,2.8764,33.1602
Social_FB,2026-01-24,25779,539,665.06,21,0.020908,1.2339,31.6695
Social_IG,2026-01-24,19411,339,266.12,6,0.017464,0.785,44.3533
Display_Programmatic,2026-01-25,37182,205,121.59,4,0.005513,0.5931,30.3975
Email_Newsletter,2026-01-25,4110,132,108.44,11,0.032117,0.8215,9.8582
Search_Google,2026-01-25,8767,338,591.36,20,0.038554,1.7496,29.568
Social_FB,2026-01-25,16523,347,282.12,9,0.021001,0.813,31.3467
Social_IG,2026-01-25,11528,230,305.79,4,0.019951,1.3295,76.4475
Display_Programmatic,2026-01-26,14637,158,147.97,1,0.010795,0.9365,147.97
Email_Newsletter,2026-01-26,5514,227,72.73,22,0.041168,0.3204,3.3059
Search_Google,2026-01-26,9768,316,1225.77,25,0.032351,3.879,49.0308
Social_FB,2026-01-26,21243,230,335.86,7,0.010827,1.4603,47.98
Social_IG,2026-01-26,16236,226,309.73,6,0.01392,1.3705,51.6217
Display_Programmatic,2026-01-27,17783,78,67.27,1,0.004386,0.8624,67.27
Email_Newsletter,2026-01-27,3756,84,26.8,7,0.022364,0.319,3.8286
Search_Google,2026-01-27,5770,252,767.35,9,0.043674,3.045,85.2611
Social_FB,2026-01-27,9803,172,108.72,7,0.017546,0.6321,15.5314
Social_IG,2026-01-27,8828,163,184.0,4,0.018464,1.1288,46.0
Display_Programmatic,2026-01-28,15277,77,53.84,1,0.00504,0.6992,53.84
Email_Newsletter,2026-01-28,7669,269,166.63,19,0.035076,0.6194,8.77
Search_Google,2026-01-28,5636,210,392.68,15,0.03726,1.8699,26.1787
Social_FB,2026-01-28,11295,212,129.44,8,0.018769,0.6106,16.18
Social_IG,2026-01-28,19359,213,249.15,6,0.011003,1.1697,41.525
Display_Programmatic,2026-01-29,26531,241,144.64,3,0.009084,0.6002,48.2133
Email_Newsletter,2026-01-29,6627,262,101.13,14,0.039535,0.386,7.2236
Search_Google,2026-01-29,6211,282,387.63,15,0.045403,1.3746,25.842
Social_FB,2026-01-29,21958,368,360.8,9,0.016759,0.9804,40.0889
Social_IG,2026-01-29,19259,360,304.26,15,0.018693,0.8452,20.284
Display_Programmatic,2026-01-30,33564,213,149.76,2,0.006346,0.7031,74.88
Email_Newsletter,2026-01-30,3608,177,83.17,21,0.049058,0.4699,3.9605
Search_Google,2026-01-30,7479,376,781.68,23,0.050274,2.0789,33.9861
Social_FB,2026-01-30,17651,185,285.76,6,0.010481,1.5446,47.6267
Social_IG,2026-01-30,17981,196,174.91,8,0.0109,0.8924,21.8638
Display_Programmatic,2026-01-31,36369,425,263.87,6,0.011686,0.6209,43.9783
Email_Newsletter,2026-01-31,3627,199,149.35,11,0.054866,0.7505,13.5773
Search_Google,2026-01-31,5664,274,712.12,12,0.048376,2.599,59.3433
Social_FB,2026-01-31,15404,369,401.65,18,0.023955,1.0885,22.3139
Social_IG,2026-01-31,14837,277,249.74,10,0.01867,0.9016,24.974
Display_Programmatic,2026-02-01,35312,218,85.97,3,0.006174,0.3944,28.6567
Email_Newsletter,2026-02-01,3843,94,42.83,10,0.02446,0.4556,4.283
Search_Google,2026-02-01,6862,286,1130.46,14,0.041679,3.9527,80.7471
Social_FB,2026-02-01,15002,418,519.26,19,0.027863,1.2422,27.3295
Social_IG,2026-02-01,13327,193,137.98,7,0.014482,0.7149,19.7114
Display_Programmatic,2026-02-02,35651,372,311.52,6,0.010434,0.8374,51.92
Email_Newsletter,2026-02-02,6055,332,85.86,16,0.054831,0.2586,5.3662
Search_Google,2026-02-02,7875,272,957.42,20,0.03454,3.5199,47.871
Social_FB,2026-02-02,16021,378,342.39,13,0.023594,0.9058,26.3377
Social_IG,2026-02-02,18106,196,173.35,7,0.010825,0.8844,24.7643
Display_Programmatic,2026-02-03,25716,226,141.03,4,0.008788,0.624,35.2575
Email_Newsletter,2026-02-03,4012,215,199.29,10,0.053589,0.9269,19.929
Search_Google,2026-02-03,9077,431,1228.8,32,0.047483,2.851,38.4
Social_FB,2026-02-03,25357,661,977.87,13,0.026068,1.4794,75.2208
Social_IG,2026-02-03,21409,462,566.43,10,0.02158,1.226,56.643
Display_Programmatic,2026-02-04,28373,261,153.15,2,0.009199,0.5868,76.575
Email_Newsletter,2026-02-04,3486,168,53.55,20,0.048193,0.3188,2.6775
Search_Google,2026-02-04,8434,405,941.12,17,0.04802,2.3238,55.36
Social_FB,2026-02-04,20337,220,255.06,6,0.010818,1.1594,42.51
Social_IG,2026-02-04,11491,213,247.0,8,0.018536,1.1596,30.875
Display_Programmatic,2026-02-05,19675,219,149.31,2,0.011131,0.6818,74.655
Email_Newsletter,2026-02-05,9221,500,247.85,45,0.054224,0.4957,5.5078
Search_Google,2026-02-05,7848,428,799.55,24,0.054536,1.8681,33.3146
Social_FB,2026-02-05,15843,406,305.75,16,0.025626,0.7531,19.1094
Social_IG,2026-02-05,16182,290,175.77,5,0.017921,0.6061,35.154
Display_Programmatic,2026-02-06,21026,230,199.0,4,0.010939,0.8652,49.75
Email_Newsletter,2026-02-06,6992,140,38.14,12,0.020023,0.2724,3.1783
Search_Google,2026-02-06,5905,152,290.97,12,0.025741,1.9143,24.2475
Social_FB,2026-02-06,21140,524,654.03,19,0.024787,1.2481,34.4226
Social_IG,2026-02-06,11759,133,107.47,3,0.01131,0.808,35.8233
Display_Programmatic,2026-02-07,42094,481,196.82,7,0.011427,0.4092,28.1171
Email_Newsletter,2026-02-07,4770,160,105.35,15,0.033543,0.6584,7.0233
Search_Google,2026-02-07,10801,557,1382.87,47,0.051569,2.4827,29.4228
Social_FB,2026-02-07,24761,249,326.35,6,0.010056,1.3106,54.3917
Social_IG,2026-02-07,15893,311,339.62,6,0.019568,1.092,56.6033
Display_Programmatic,2026-02-08,14809,72,42.36,1,0.004862,0.5883,42.36
Email_Newsletter,2026-02-08,7199,191,103.14,17,0.026531,0.54,6.0671
Search_Google,2026-02-08,6161,246,850.16,14,0.039929,3.4559,60.7257
Social_FB,2026-02-08,26699,355,267.15,10,0.013296,0.7525,26.715
Social_IG,2026-02-08,13023,159,198.25,3,0.012209,1.2469,66.0833
Display_Programmatic,2026-02-09,23784,81,82.07,1,0.003406,1.0132,82.07
Email_Newsletter,2026-02-09,7750,182,79.06,18,0.023484,0.4344,4.3922
Search_Google,2026-02-09,13787,494,902.59,37,0.035831,1.8271,24.3943
Social_FB,2026-02-09,11130,155,182.39,6,0.013926,1.1767,30.3983
Social_IG,2026-02-09,8851,186,235.51,3,0.021015,1.2662,78.5033
Display_Programmatic,2026-02-10,37819,156,152.1,1,0.004125,0.975,152.1
Email_Newsletter,2026-02-10,4604,121,55.31,9,0.026281,0.4571,6.1456
Search_Google,2026-02-10,9240,353,593.9,18,0.038203,1.6824,32.9944
Social_FB,2026-02-10,14802,258,261.6,9,0.01743,1.014,29.0667
Social_IG,2026-02-10,11247,132,160.17,5,0.011736,1.2134,32.034
Display_Programmatic,2026-02-11,41617,462,496.47,7,0.011101,1.0746,70.9243
Email_Newsletter,2026-02-11,6458,298,92.02,24,0.046144,0.3088,3.8342
Search_Google,2026-02-11,9980,531,998.69,36,0.053206,1.8808,27.7414
Social_FB,2026-02-11,14564,204,242.45,8,0.014007,1.1885,30.3062
Social_IG,2026-02-11,15113,258,305.88,11,0.017071,1.1856,27.8073
Display_Programmatic,2026-02-12,13971,161,145.45,2,0.011524,0.9034,72.725
Email_Newsletter,2026-02-12,2840,127,40.89,6,0.044718,0.322,6.815
Search_Google,2026-02-12,11862,539,1542.17,30,0.045439,2.8612,51.4057
Social_FB,2026-02-12,27426,455,344.4,11,0.01659,0.7569,31.3091
Social_IG,2026-02-12,7508,149,125.97,4,0.019845,0.8454,31.4925
Display_Programmatic,2026-02-13,18511,199,209.97,3,0.01075,1.0551,69.99
Email_Newsletter,2026-02-13,6850,376,195.25,32,0.054891,0.5193,6.1016
Search_Google,2026-02-13,7741,390,650.04,25,0.050381,1.6668,26.0016
Social_FB,2026-02-13,16186,229,226.83,4,0.014148,0.9905,56.7075
Social_IG,2026-02-13,20587,234,248.42,7,0.011366,1.0616,35.4886
Display_Programmatic,2026-02-14,40071,464,316.48,9,0.011579,0.6821,35.1644
Email_Newsletter,2026-02-14,5468,247,169.54,16,0.045172,0.6864,10.5962
Search_Google,2026-02-14,5571,288,1130.13,24,0.051696,3.9241,47.0888
Social_FB,2026-02-14,18355,508,434.7,18,0.027676,0.8557,24.15
Social_IG,2026-02-14,15438,162,84.73,3,0.010494,0.523,28.2433
Display_Programmatic,2026-02-15,18050,95,65.92,1,0.005263,0.6939,65.92
Email_Newsletter,2026-02-15,3764,91,49.43,6,0.024176,0.5432,8.2383
Search_Google,2026-02-15,12882,372,1316.44,20,0.028878,3.5388,65.822
Social_FB,2026-02-15,21871,597,886.53,25,0.027296,1.485,35.4612
Social_IG,2026-02-15,9643,78,100.58,2,0.008089,1.2895,50.29
Display_Programmatic,2026-02-16,33064,107,94.29,2,0.003236,0.8812,47.145
Email_Newsletter,2026-02-16,3829,100,46.51,11,0.026116,0.4651,4.2282
Search_Google,2026-02-16,7896,289,1087.87,24,0.036601,3.7643,45.3279
Social_FB,2026-02-16,18726,218,142.9,4,0.011642,0.6555,35.725
Social_IG,2026-02-16,11263,146,113.08,5,0.012963,0.7745,22.616
Display_Programmatic,2026-02-17,45478,220,128.19,2,0.004838,0.5827,64.095
Email_Newsletter,2026-02-17,9474,258,81.48,13,0.027232,0.3158,6.2677
Search_Google,2026-02-17,14265,525,1286.13,41,0.036803,2.4498,31.369
Social_FB,2026-02-17,25485,585,588.44,21,0.022955,1.0059,28.021
Social_IG,2026-02-17,22183,265,372.13,7,0.011946,1.4043,53.1614
Display_Programmatic,2026-02-18,15212,46,32.02,1,0.003024,0.6961,32.02
Email_Newsletter,2026-02-18,3783,102,26.05,6,0.026963,0.2554,4.3417
Search_Google,2026-02-18,10804,341,765.67,29,0.031562,2.2454,26.4024
Social_FB,2026-02-18,22341,556,771.67,11,0.024887,1.3879,70.1518
Social_IG,2026-02-18,16117,277,362.47,5,0.017187,1.3086,72.494
Display_Programmatic,2026-02-19,35898,399,453.11,7,0.011115,1.1356,64.73
Email_Newsletter,2026-02-19,7411,289,142.64,16,0.038996,0.4936,8.915
Search_Google,2026-02-19,7891,416,752.2,20,0.052718,1.8082,37.61
Social_FB,2026-02-19,16123,176,166.54,4,0.010916,0.9462,41.635
Social_IG,2026-02-19,21454,394,349.44,15,0.018365,0.8869,23.296
Display_Programmatic,2026-02-20,35370,163,147.25,1,0.004608,0.9034,147.25
Email_Newsletter,2026-02-20,8681,395,177.75,43,0.045502,0.45,4.1337
Search_Google,2026-02-20,10649,430,1643.39,24,0.040379,3.8218,68.4746
Social_FB,2026-02-20,19722,535,472.32,10,0.027127,0.8828,47.232
Social_IG,2026-02-20,14740,248,266.46,5,0.016825,1.0744,53.292
Display_Programmatic,2026-02-21,13418,55,47.18,1,0.004099,0.8578,47.18
Email_Newsletter,2026-02-21,7095,200,158.1,20,0.028189,0.7905,7.905
Search_Google,2026-02-21,7401,381,782.45,29,0.05148,2.0537,26.981
Social_FB,2026-02-21,12887,283,212.54,7,0.02196,0.751,30.3629
Social_IG,2026-02-21,8590,136,130.46,6,0.015832,0.9593,21.7433
Display_Programmatic,2026-02-22,28592,300,111.09,6,0.010492,0.3703,18.515
Email_Newsletter,2026-02-22,3126,65,24.14,5,0.020793,0.3714,4.828
Search_Google,2026-02-22,9087,426,807.33,34,0.04688,1.8951,23.745
Social_FB,2026-02-22,11237,136,191.79,7,0.012103,1.4102,27.3986
Social_IG,2026-02-22,12762,126,84.12,5,0.009873,0.6676,16.824
Display_Programmatic,2026-02-23,26528,127,109.62,2,0.004787,0.8631,54.81
Email_Newsletter,2026-02-23,9106,270,225.21,21,0.029651,0.8341,10.7243
Search_Google,2026-02-23,7693,271,913.36,24,0.035227,3.3703,38.0567
Social_FB,2026-02-23,21446,553,460.68,21,0.025786,0.8331,21.9371
Social_IG,2026-02-23,7632,107,83.61,4,0.01402,0.7814,20.9025
Display_Programmatic,2026-02-24,16036,69,35.33,1,0.004303,0.512,35.33
Email_Newsletter,2026-02-24,8619,262,171.46,14,0.030398,0.6544,12.2471
Search_Google,2026-02-24,10687,420,841.23,21,0.0393,2.0029,40.0586
Social_FB,2026-02-24,25771,512,567.05,25,0.019867,1.1075,22.682
Social_IG,2026-02-24,20674,288,247.97,7,0.013931,0.861,35.4243
Display_Programmatic,2026-02-25,37826,322,316.06,3,0.008513,0.9816,105.3533
Email_Newsletter,2026-02-25,4099,166,113.88,16,0.040498,0.686,7.1175
Search_Google,2026-02-25,10521,462,1600.08,38,0.043912,3.4634,42.1074
Social_FB,2026-02-25,27389,406,614.83,8,0.014823,1.5144,76.8538
Social_IG,2026-02-25,11794,169,178.34,6,0.014329,1.0553,29.7233
Display_Programmatic,2026-02-26,17023,130,137.55,2,0.007637,1.0581,68.775
Email_Newsletter,2026-02-26,7208,305,205.55,19,0.042314,0.6739,10.8184
Search_Google,2026-02-26,8676,482,1684.09,19,0.055556,3.494,88.6363
Social_FB,2026-02-26,9862,269,371.15,8,0.027276,1.3797,46.3938
Social_IG,2026-02-26,16253,179,181.44,6,0.011013,1.0136,30.24
Display_Programmatic,2026-02-27,40458,243,155.53,4,0.006006,0.64,38.8825
Email_Newsletter,2026-02-27,5194,203,137.61,12,0.039084,0.6779,11.4675
Search_Google,2026-02-27,10184,502,1395.01,34,0.049293,2.7789,41.0297
Social_FB,2026-02-27,21344,551,327.1,23,0.025815,0.5936,14.2217
Social_IG,2026-02-27,14021,115,149.76,2,0.008202,1.3023,74.88
Display_Programmatic,2026-02-28,33316,250,120.03,3,0.007504,0.4801,40.01
Email_Newsletter,2026-02-28,2805,85,21.9,7,0.030303,0.2576,3.1286
Search_Google,2026-02-28,8495,324,619.46,23,0.03814,1.9119,26.933
Social_FB,2026-02-28,10610,253,214.16,8,0.023845,0.8465,26.77
Social_IG,2026-02-28,7987,94,126.93,2,0.011769,1.3503,63.465
Display_Programmatic,2026-03-01,17563,183,162.64,2,0.01042,0.8887,81.32
Email_Newsletter,2026-03-01,5612,161,94.71,13,0.028689,0.5883,7.2854
Search_Google,2026-03-01,11498,467,1776.45,37,0.040616,3.804,48.0122
Social_FB,2026-03-01,20746,228,329.31,8,0.01099,1.4443,41.1638
Social_IG,2026-03-01,19175,345,330.87,5,0.017992,0.959,66.174
Display_Programmatic,2026-03-02,16717,179,185.44,3,0.010708,1.036,61.8133
Email_Newsletter,2026-03-02,6286,260,171.14,15,0.041362,0.6582,11.4093
Search_Google,2026-03-02,16088,903,2976.1,35,0.056129,3.2958,85.0314
Social_FB,2026-03-02,17669,440,649.84,11,0.024902,1.4769,59.0764
Social_IG,2026-03-02,22997,298,427.01,9,0.012958,1.4329,47.4456
Display_Programmatic,2026-03-03,35004,217,113.02,2,0.006199,0.5208,56.51
Email_Newsletter,2026-03-03,6460,200,79.25,12,0.03096,0.3962,6.6042
Search_Google,2026-03-03,9391,318,1048.61,18,0.033862,3.2975,58.2561
Social_FB,2026-03-03,22010,373,399.83,13,0.016947,1.0719,30.7562
Social_IG,2026-03-03,8029,145,136.66,5,0.01806,0.9425,27.332
Display_Programmatic,2026-03-04,20477,153,111.95,3,0.007472,0.7317,37.3167
Email_Newsletter,2026-03-04,10103,275,219.85,20,0.02722,0.7995,10.9925
Search_Google,2026-03-04,10192,559,1368.62,39,0.054847,2.4483,35.0928
Social_FB,2026-03-04,22869,458,476.5,14,0.020027,1.0404,34.0357
Social_IG,2026-03-04,25276,348,246.39,12,0.013768,0.708,20.5325
Display_Programmatic,2026-03-05,12973,141,61.11,1,0.010869,0.4334,61.11
Email_Newsletter,2026-03-05,8111,290,248.24,17,0.035754,0.856,14.6024
Search_Google,2026-03-05,14379,293,801.76,22,0.020377,2.7364,36.4436
Social_FB,2026-03-05,10184,276,353.92,12,0.027101,1.2823,29.4933
Social_IG,2026-03-05,16022,235,263.26,7,0.014667,1.1203,37.6086
Display_Programmatic,2026-03-06,37941,262,197.16,5,0.006905,0.7525,39.432
Email_Newsletter,2026-03-06,8788,197,131.73,20,0.022417,0.6687,6.5865
Search_Google,2026-03-06,13928,583,1392.12,52,0.041858,2.3879,26.7715
Social_FB,2026-03-06,14150,306,259.09,6,0.021625,0.8467,43.1817
Social_IG,2026-03-06,11122,226,245.55,6,0.02032,1.0865,40.925
Display_Programmatic,2026-03-07,41754,427,200.35,6,0.010227,0.4692,33.3917
Email_Newsletter,2026-03-07,2763,127,50.89,7,0.045965,0.4007,7.27
Search_Google,2026-03-07,10503,238,677.39,18,0.02266,2.8462,37.6328
Social_FB,2026-03-07,12919,282,165.15,11,0.021828,0.5856,15.0136
Social_IG,2026-03-07,17685,350,359.32,9,0.019791,1.0266,39.9244
Display_Programmatic,2026-03-08,25220,172,120.36,3,0.00682,0.6998,40.12
Email_Newsletter,2026-03-08,5729,232,124.64,13,0.040496,0.5372,9.5877
Search_Google,2026-03-08,5075,180,308.8,12,0.035468,1.7156,25.7333
Social_FB,2026-03-08,22256,465,676.04,15,0.020893,1.4538,45.0693
Social_IG,2026-03-08,14353,242,239.22,5,0.016861,0.9885,47.844
Display_Programmatic,2026-03-09,25034,179,176.01,4,0.00715,0.9833,44.0025
Email_Newsletter,2026-03-09,9938,327,85.63,25,0.032904,0.2619,3.4252
Search_Google,2026-03-09,5998,263,808.39,13,0.043848,3.0737,62.1838
Social_FB,2026-03-09,18238,444,556.37,12,0.024345,1.2531,46.3642
Social_IG,2026-03-09,10759,199,209.6,4,0.018496,1.0533,52.4
Display_Programmatic,2026-03-10,24396,145,146.6,2,0.005944,1.011,73.3
Email_Newsletter,2026-03-10,7765,282,123.42,25,0.036317,0.4377,4.9368
Search_Google,2026-03-10,7673,403,1577.94,30,0.052522,3.9155,52.598
Social_FB,2026-03-10,13601,346,341.84,15,0.025439,0.988,22.7893
Social_IG,2026-03-10,20937,263,387.11,10,0.012561,1.4719,38.711
Display_Programmatic,2026-03-11,29367,90,58.93,2,0.003065,0.6548,29.465
Email_Newsletter,2026-03-11,6869,277,204.75,33,0.040326,0.7392,6.2045
Search_Google,2026-03-11,5368,241,331.02,19,0.044896,1.3735,17.4221
Social_FB,2026-03-11,11740,122,171.34,4,0.010392,1.4044,42.835
Social_IG,2026-03-11,21136,193,101.4,5,0.009131,0.5254,20.28
Display_Programmatic,2026-03-12,32607,204,94.31,4,0.006256,0.4623,23.5775
Email_Newsletter,2026-03-12,3577,134,96.79,13,0.037462,0.7223,7.4454
Search_Google,2026-03-12,10123,389,1047.23,34,0.038427,2.6921,30.8009
Social_FB,2026-03-12,14974,303,292.44,14,0.020235,0.9651,20.8886
Social_IG,2026-03-12,9973,153,230.12,3,0.015341,1.5041,76.7067
Display_Programmatic,2026-03-13,15706,144,128.14,3,0.009168,0.8899,42.7133
Email_Newsletter,2026-03-13,7897,200,91.88,18,0.025326,0.4594,5.1044
Search_Google,2026-03-13,10791,552,1759.39,38,0.051154,3.1873,46.2997
Social_FB,2026-03-13,11852,152,174.44,6,0.012825,1.1476,29.0733
Social_IG,2026-03-13,23536,338,407.48,11,0.014361,1.2056,37.0436
