campaign_id,date,impressions,clicks,cost,conversions
Search_Google,2026-02-12,11862,539,1542.17,30
Display_Programmatic,2026-02-12,13971,161,145.45,2
Email_Newsletter,2026-02-12,2840,127,40.89,6
Social_FB,2026-02-13,16186,229,226.83,4
Social_IG,2026-02-13,20587,234,248.42,7
Search_Google,2026-02-13,7741,390,650.04,25
Display_Programmatic,2026-02-13,18511,199,209.97,3
Email_Newsletter,2026-02-13,6850,376,195.25,32
Social_FB,2026-02-14,18355,508,434.7,18
Social_IG,2026-02-14,15438,162,84.73,3
Search_Google,2026-02-14,5571,288,1130.13,24
Display_Programmatic,2026-02-14,40071,464,316.48,9
Email_Newsletter,2026-02-14,5468,247,169.54,16
Social_FB,2026-02-15,21871,597,886.53,25
Social_IG,2026-02-15,9643,78,100.58,2
Search_Google,2026-02-15,12882,372,1316.44,20
Display_Programmatic,2026-02-15,18050,95,65.92,1
Email_Newsletter,2026-02-15,3764,91,49.43,6
Social_FB,2026-02-16,18726,218,142.9,4
Social_IG,2026-02-16,11263,146,113.08,5
Search_Google,2026-02-16,7896,289,1087.87,24
Display_Programmatic,2026-02-16,33064,107,94.29,2
Email_Newsletter,2026-02-16,3829,100,46.51,11
Social_FB,2026-02-17,25485,585,588.44,21
Social_IG,2026-02-17,22183,265,372.13,7
Search_Google,2026-02-17,14265,525,1286.13,41
Display_Programmatic,2026-02-17,45478,220,128.19,2
Email_Newsletter,2026-02-17,9474,258,81.48,13
Social_FB,2026-02-18,22341,556,771.67,11
Social_IG,2026-02-18,16117,277,362.47,5
Search_Google,2026-02-18,10804,341,765.67,29
Display_Programmatic,2026-02-18,15212,46,32.02,1
Email_Newsletter,2026-02-18,3783,102,26.05,6
Social_FB,2026-02-19,16123,176,166.54,4
Social_IG,2026-02-19,21454,394,349.44,15
Search_Google,2026-02-19,7891,416,752.2,20
Display_Programmatic,2026-02-19,35898,399,453.11,7
Email_Newsletter,2026-02-19,7411,289,142.64,16
Social_FB,2026-02-20,19722,535,472.32,10
Social_IG,2026-02-20,14740,248,266.46,5
Search_Google,2026-02-20,10649,430,1643.39,24
Display_Programmatic,2026-02-20,35370,163,147.25,1
Email_Newsletter,2026-02-20,8681,395,177.75,43
Social_FB,2026-02-21,12887,283,212.54,7
Social_IG,2026-02-21,8590,136,130.46,6
Search_Google,2026-02-21,7401,381,782.45,29
Display_Programmatic,2026-02-21,13418,55,47.18,1
Email_Newsletter,2026-02-21,7095,200,158.1,20
Social_FB,2026-02-22,11237,136,191.79,7
Social_IG,2026-02-22,12762,126,84.12,5
Search_Google,2026-02-22,9087,426,807.33,34
Display_Programmatic,2026-02-22,28592,300,111.09,6
Email_Newsletter,2026-02-22,3126,65,24.14,5
Social_FB,2026-02-23,21446,553,460.68,21
Social_IG,2026-02-23,7632,107,83.61,4
Search_Google,2026-02-23,7693,271,913.36,24
Display_Programmatic,2026-02-23,26528,127,109.62,2
Email_Newsletter,2026-02-23,9106,270,225.21,21
Social_FB,2026-02-24,25771,512,567.05,25
Social_IG,2026-02-24,20674,288,247.97,7
Search_Google,2026-02-24,10687,420,841.23,21
Display_Programmatic,2026-02-24,16036,69,35.33,1
Email_Newsletter,2026-02-24,8619,262,171.46,14
Social_FB,2026-02-25,27389,406,614.83,8
Social_IG,2026-02-25,11794,169,178.34,6
Search_Google,2026-02-25,10521,462,1600.08,38
Display_Programmatic,2026-02-25,37826,322,316.06,3
Email_Newsletter,2026-02-25,4099,166,113.88,16
Social_FB,2026-02-26,9862,269,371.15,8
Social_IG,2026-02-26,16253,179,181.44,6
Search_Google,2026-02-26,8676,482,1684.09,19
Display_Programmatic,2026-02-26,17023,130,137.55,2
Email_Newsletter,2026-02-26,7208,305,205.55,19
Social_FB,2026-02-27,21344,551,327.1,23
Social_IG,2026-02-27,14021,115,149.76,2
Search_Google,2026-02-27,10184,502,1395.01,34
Display_Programmatic,2026-02-27,40458,243,155.53,4
Email_Newsletter,2026-02-27,5194,203,137.61,12
Social_FB,2026-02-28,10610,253,214.16,8
Social_IG,2026-02-28,7987,94,126.93,2
Search_Google,2026-02-28,8495,324,619.46,23
Display_Programmatic,2026-02-28,33316,250,120.03,3
Email_Newsletter,2026-02-28,2805,85,21.9,7
Social_FB,2026-03-01,20746,228,329.31,8
Social_IG,2026-03-01,19175,345,330.87,5
Search_Google,2026-03-01,11498,467,1776.45,37
Display_Programmatic,2026-03-01,17563,183,162.64,2
Email_Newsletter,2026-03-01,5612,161,94.71,13
Social_FB,2026-03-02,17669,440,649.84,11
Social_IG,2026-03-02,22997,298,427.01,9
Search_Google,2026-03-02,16088,903,2976.1,35
Display_Programmatic,2026-03-02,16717,179,185.44,3
Email_Newsletter,2026-03-02,6286,260,171.14,15
Social_FB,2026-03-03,22010,373,399.83,13
Social_IG,2026-03-03,8029,145,136.66,5
Search_Google,2026-03-03,9391,318,1048.61,18
Display_Programmatic,2026-03-03,35004,217,113.02,2
Email_Newsletter,2026-03-03,6460,200,79.25,12
Social_FB,2026-03-04,22869,458,476.5,14
Social_IG,2026-03-04,25276,348,246.39,12
Search_Google,2026-03-04,10192,559,1368.62,39
Display_Programmatic,2026-03-04,20477,153,111.95,3
Email_Newsletter,2026-03-04,10103,275,219.85,20
Social_FB,2026-03-05,10184,276,353.92,12
Social_IG,2026-03-05,16022,235,263.26,7
Search_Google,2026-03-05,14379,293,801.76,22
Display_Programmatic,2026-03-05,12973,141,61.11,1
Email_Newsletter,2026-03-05,8111,290,248.24,17
Social_FB,2026-03-06,14150,306,259.09,6
Social_IG,2026-03-06,11122,226,245.55,6
Search_Google,2026-03-06,13928,583,1392.12,52
Display_Programmatic,2026-03-06,37941,262,197.16,5
Email_Newsletter,2026-03-06,8788,197,131.73,20
Social_FB,2026-03-07,12919,282,165.15,11
Social_IG,2026-03-07,17685,350,359.32,9
Search_Google,2026-03-07,10503,238,677.39,18
Display_Programmatic,2026-03-07,41754,427,200.35,6
Email_Newsletter,2026-03-07,2763,127,50.89,7
Social_FB,2026-03-08,22256,465,676.04,15
Social_IG,2026-03-08,14353,242,239.22,5
Search_Google,2026-03-08,5075,180,308.8,12
Display_Programmatic,2026-03-08,25220,172,120.36,3
Email_Newsletter,2026-03-08,5729,232,124.64,13
Social_FB,2026-03-09,18238,444,556.37,12
Social_IG,2026-03-09,10759,199,209.6,4
Search_Google,2026-03-09,5998,263,808.39,13
Display_Programmatic,2026-03-09,25034,179,176.01,4
Email_Newsletter,2026-03-09,9938,327,85.63,25
Social_FB,2026-03-10,13601,346,341.84,15
Social_IG,2026-03-10,20937,263,387.11,10
Search_Google,2026-03-10,7673,403,1577.94,30
Display_Programmatic,2026-03-10,24396,145,146.6,2
Email_Newsletter,2026-03-10,7765,282,123.42,25
Social_FB,2026-03-11,11740,122,171.34,4
Social_IG,2026-03-11,21136,193,101.4,5
Search_Google,2026-03-11,5368,241,331.02,19
Display_Programmatic,2026-03-11,29367,90,58.93,2
Email_Newsletter,2026-03-11,6869,277,204.75,33
Social_FB,2026-03-12,14974,303,292.44,14
Social_IG,2026-03-12,9973,153,230.12,3
Search_Google,2026-03-12,10123,389,1047.23,34
Display_Programmatic,2026-03-12,32607,204,94.31,4
Email_Newsletter,2026-03-12,3577,134,96.79,13
Social_FB,2026-03-13,11852,152,174.44,6
Social_IG,2026-03-13,23536,338,407.48,11
Search_Google,2026-03-13,10791,552,1759.39,38
Display_Programmatic,2026-03-13,15706,144,128.14,3
Email_Newsletter,2026-03-13,7897,200,91.88,18
Social_FB,2026-03-14,24708,560,496.58,11
Social_IG,2026-03-14,11362,231,246.63,9
Search_Google,2026-03-14,14176,837,1912.53,61
Display_Programmatic,2026-03-14,18552,190,75.35,4
Email_Newsletter,2026-03-14,10131,416,375.01,38
Social_FB,2026-03-15,28434,319,478.18,16
Social_IG,2026-03-15,19323,178,104.48,5
Search_Google,2026-03-15,16131,625,873.07,31
Display_Programmatic,2026-03-15,41980,326,146.52,6
Email_Newsletter,2026-03-15,8190,244,109.91,26
Social_FB,2026-03-16,13975,232,225.35,7
Social_IG,2026-03-16,20278,392,349.46,7
Search_Google,2026-03-16,12813,618,993.99,43
Display_Programmatic,2026-03-16,14140,107,84.99,1
Email_Newsletter,2026-03-16,8581,435,382.92,34
Social_FB,2026-03-17,20765,313,243.06,9
Social_IG,2026-03-17,8081,140,175.49,5
Search_Google,2026-03-17,12316,309,1055.56,20
Display_Programmatic,2026-03-17,20528,152,109.62,2
Email_Newsletter,2026-03-17,4008,172,125.59,9
Social_FB,2026-03-18,24737,303,449.56,7
Social_IG,2026-03-18,12677,232,296.22,7
Search_Google,2026-03-18,11171,470,1305.55,26
Display_Programmatic,2026-03-18,14117,151,150.14,1
Email_Newsletter,2026-03-18,5549,286,181.16,26
Social_FB,2026-03-19,28428,686,1123.35,18
Social_IG,2026-03-19,17215,272,319.03,10
Search_Google,2026-03-19,9568,201,517.24,10
Display_Programmatic,2026-03-19,39720,213,224.08,1
Email_Newsletter,2026-03-19,3354,111,47.51,7
Social_FB,2026-03-20,15254,405,347.01,8
Social_IG,2026-03-20,19783,376,218.44,12
Search_Google,2026-03-20,6571,172,406.48,11
Display_Programmatic,2026-03-20,13589,155,136.75,2
Email_Newsletter,2026-03-20,8225,173,82.07,10
Social_FB,2026-03-21,16354,361,470.32,12
Social_IG,2026-03-21,18274,155,150.97,5
Search_Google,2026-03-21,7852,407,702.4,31
Display_Programmatic,2026-03-21,30993,309,162.37,6
Email_Newsletter,2026-03-21,8178,272,143.17,29
Social_FB,2026-03-22,22011,441,676.6,20
Social_IG,2026-03-22,21981,196,247.69,3
Search_Google,2026-03-22,15619,489,939.37,28
Display_Programmatic,2026-03-22,42609,384,215.44,7
Email_Newsletter,2026-03-22,6403,171,113.85,11
Social_FB,2026-03-23,22443,337,490.79,9
Social_IG,2026-03-23,11077,173,167.04,4
Search_Google,2026-03-23,11087,257,473.9,15
Display_Programmatic,2026-03-23,24431,279,187.77,2
Email_Newsletter,2026-03-23,6483,167,115.38,11
Social_FB,2026-03-24,17620,335,369.28,9
Social_IG,2026-03-24,17429,297,202.7,7
Search_Google,2026-03-24,10368,521,610.32,20
Display_Programmatic,2026-03-24,25309,133,129.77,2
Email_Newsletter,2026-03-24,7115,369,250.45,25
Social_FB,2026-03-25,13319,359,553.3,13
Social_IG,2026-03-25,20107,368,293.62,11
Search_Google,2026-03-25,4595,117,338.56,9
Display_Programmatic,2026-03-25,38234,303,191.57,6
Email_Newsletter,2026-03-25,4341,175,144.27,9
Social_FB,2026-03-26,20355,323,483.88,6
Social_IG,2026-03-26,9509,89,72.01,2
Search_Google,2026-03-26,8857,257,861.02,22
Display_Programmatic,2026-03-26,15616,139,56.79,2
Email_Newsletter,2026-03-26,3561,164,66.81,14
Social_FB,2026-03-27,21530,591,525.01,19
Social_IG,2026-03-27,10383,87,69.01,3
Search_Google,2026-03-27,8381,252,566.54,17
Display_Programmatic,2026-03-27,25905,96,86.56,2
Email_Newsletter,2026-03-27,10161,320,97.62,19
Social_FB,2026-03-28,18318,243,298.54,5
Social_IG,2026-03-28,8584,124,157.8,3
Search_Google,2026-03-28,14745,543,1928.74,37
Display_Programmatic,2026-03-28,19471,87,95.16,1
Email_Newsletter,2026-03-28,8410,417,170.23,26
Social_FB,2026-03-29,26388,578,558.75,12
Social_IG,2026-03-29,16537,350,286.37,6
Search_Google,2026-03-29,6105,148,347.15,8
Display_Programmatic,2026-03-29,24800,136,78.01,1
Email_Newsletter,2026-03-29,9136,447,223.09,22
Social_FB,2026-03-30,15414,423,407.65,11
Social_IG,2026-03-30,15236,321,358.49,13
Search_Google,2026-03-30,9508,225,309.1,12
Display_Programmatic,2026-03-30,31975,306,148.44,5
Email_Newsletter,2026-03-30,4967,246,130.32,19
Social_FB,2026-03-31,20401,363,404.52,9
Social_IG,2026-03-31,19161,307,173.87,7
Search_Google,2026-03-31,9596,466,918.93,34
Display_Programmatic,2026-03-31,24709,151,154.44,2
Email_Newsletter,2026-03-31,7646,255,145.61,23
Social_FB,2026-04-01,22305,600,706.8,14
Social_IG,2026-04-01,9391,147,96.4,4
Search_Google,2026-04-01,6539,246,783.87,19
Display_Programmatic,2026-04-01,23323,239,110.06,2
Email_Newsletter,2026-04-01,4067,115,98.11,5
Social_FB,2026-04-02,12057,309,295.4,15
Social_IG,2026-04-02,12571,174,231.42,3
Search_Google,2026-04-02,11409,233,435.48,18
Display_Programmatic,2026-04-02,28737,180,59.97,3
Email_Newsletter,2026-04-02,4877,194,65.6,20
Social_FB,2026-04-03,22894,321,486.6,8
Social_IG,2026-04-03,12089,129,135.88,2
Search_Google,2026-04-03,11299,376,1359.46,27
Display_Programmatic,2026-04-03,36145,217,154.77,3
Email_Newsletter,2026-04-03,7380,201,171.3,14
Social_FB,2026-04-04,25493,378,393.38,11
Social_IG,2026-04-04,15229,298,261.97,9
Search_Google,2026-04-04,14595,862,1748.82,47
Display_Programmatic,2026-04-04,27125,138,75.45,2
Email_Newsletter,2026-04-04,2857,124,60.06,13
Social_FB,2026-04-05,21556,247,201.4,12
Social_IG,2026-04-05,8564,89,107.22,2
Search_Google,2026-04-05,7298,230,641.02,14
Display_Programmatic,2026-04-05,29890,256,190.7,4
Email_Newsletter,2026-04-05,2876,101,31.87,7
Social_FB,2026-04-06,26980,524,563.33,14
Social_IG,2026-04-06,16784,203,235.9,4
Search_Google,2026-04-06,16414,368,570.43,19
Display_Programmatic,2026-04-06,22991,136,110.43,2
Email_Newsletter,2026-04-06,8610,174,82.08,8
Social_FB,2026-04-07,10205,145,188.06,6
Social_IG,2026-04-07,21633,370,250.39,8
Search_Google,2026-04-07,11165,669,1821.02,30
Display_Programmatic,2026-04-07,39103,281,111.94,2
Email_Newsletter,2026-04-07,8104,299,213.46,31
Social_FB,2026-04-08,23871,511,535.87,22
Social_IG,2026-04-08,19187,308,282.47,9
Search_Google,2026-04-08,13247,332,1089.16,26
Display_Programmatic,2026-04-08,18887,178,137.04,2
Email_Newsletter,2026-04-08,8571,353,286.64,24
Social_FB,2026-04-09,17003,253,327.24,6
Social_IG,2026-04-09,12551,178,214.66,3
Search_Google,2026-04-09,12236,517,756.56,28
Display_Programmatic,2026-04-09,37167,266,166.64,3
Email_Newsletter,2026-04-09,3107,93,71.88,6
Social_FB,2026-04-10,25664,421,260.88,11
Social_IG,2026-04-10,8984,184,244.91,7
Search_Google,2026-04-10,13897,489,1044.32,33
Display_Programmatic,2026-04-10,24301,178,77.1,1
Email_Newsletter,2026-04-10,8108,288,254.23,24
Social_FB,2026-04-11,28942,455,676.61,15
Social_IG,2026-04-11,14466,143,95.83,5
Search_Google,2026-04-11,14040,602,1968.87,30
Display_Programmatic,2026-04-11,23600,226,103.41,3
Email_Newsletter,2026-04-11,9113,280,207.42,23
Social_FB,2026-04-12,12365,246,211.55,9
Social_IG,2026-04-12,15961,249,140.95,4
Search_Google,2026-04-12,10505,409,528.04,16
Display_Programmatic,2026-04-12,31243,105,88.11,1
Email_Newsletter,2026-04-12,8221,352,315.19,20
Social_FB,2026-04-13,21906,578,496.78,11
Social_IG,2026-04-13,16611,327,459.36,8
Search_Google,2026-04-13,10623,534,1298.39,32
Display_Programmatic,2026-04-13,20387,206,158.73,2
Email_Newsletter,2026-04-13,3597,80,44.19,6
Social_FB,2026-04-14,10886,130,212.54,3
Social_IG,2026-04-14,23376,476,430.61,12
Search_Google,2026-04-14,13172,504,1192.22,29
Display_Programmatic,2026-04-14,18305,162,75.22,3
Email_Newsletter,2026-04-14,3393,130,103.17,7
Social_FB,2026-04-15,11898,276,184.1,7
Social_IG,2026-04-15,24626,322,202.32,6
Search_Google,2026-04-15,7721,321,914.23,13
Display_Programmatic,2026-04-15,31630,144,117.4,3
Email_Newsletter,2026-04-15,6324,258,231.67,13
Social_FB,2026-04-16,25736,641,707.17,13
Social_IG,2026-04-16,13842,180,132.96,4
Search_Google,2026-04-16,5117,305,692.46,16
Display_Programmatic,2026-04-16,24782,165,138.73,2
Email_Newsletter,2026-04-16,4743,120,76.73,12
Social_FB,2026-04-17,22826,409,376.41,16
Social_IG,2026-04-17,10423,111,140.7,3
Search_Google,2026-04-17,10276,287,677.09,14
Display_Programmatic,2026-04-17,33441,349,333.95,5
Email_Newsletter,2026-04-17,4581,131,46.41,14
Social_FB,2026-04-18,21444,456,336.03,17
Social_IG,2026-04-18,9764,186,237.35,4
Search_Google,2026-04-18,13567,315,490.13,19
Display_Programmatic,2026-04-18,14380,75,50.7,1
Email_Newsletter,2026-04-18,5712,291,109.6,19
Social_FB,2026-04-19,18026,492,321.65,10
Social_IG,2026-04-19,12225,252,230.44,7
Search_Google,2026-04-19,6675,358,479.12,18
Display_Programmatic,2026-04-19,44608,183,96.2,2
Email_Newsletter,2026-04-19,10266,454,136.18,45
Social_FB,2026-04-20,31472,317,390.36,13
Social_IG,2026-04-20,14293,197,191.71,6
Search_Google,2026-04-20,12231,265,748.75,23
Display_Programmatic,2026-04-20,39588,293,116.33,2
Email_Newsletter,2026-04-20,6884,301,179.7,26
Social_FB,2026-04-21,11670,253,241.75,11
Social_IG,2026-04-21,21996,432,380.95,9
Search_Google,2026-04-21,12304,335,720.55,26
Display_Programmatic,2026-04-21,37189,356,248.16,4
Email_Newsletter,2026-04-21,6165,136,46.02,13
Social_FB,2026-04-22,23097,398,603.83,14
Social_IG,2026-04-22,20625,387,225.05,16
Search_Google,2026-04-22,7236,399,1449.0,34
Display_Programmatic,2026-04-22,17935,103,91.84,2
Email_Newsletter,2026-04-22,8784,358,127.17,32
