campaign_id,date,impressions,clicks,cost,conversions,ctr,cpc,cpa,channel_type,day_of_week,month_name,week_number,quarter,performance_tier
Display_Programmatic,2025-12-08,21465,141,117.19,2,0.0065688329839273234,0.8311,58.595,Display,Monday,December,50,Q4,Low
Email_Newsletter,2025-12-08,6559,238,163.85,22,0.03628601921024546,0.6884,7.4477,Email,Monday,December,50,Q4,High
Search_Google,2025-12-08,11374,326,905.31,21,0.028661860383330403,2.777,43.11,Search,Monday,December,50,Q4,Medium
Social_FB,2025-12-08,17552,438,279.85,10,0.024954421148587057,0.6389,27.985,Social,Monday,December,50,Q4,Medium
Social_IG,2025-12-08,7706,82,65.24,3,0.010641058915131067,0.7956,21.7467,Social,Monday,December,50,Q4,Medium
Display_Programmatic,2025-12-09,17147,128,68.08,1,0.007464862658190938,0.5319,68.08,Display,Tuesday,December,50,Q4,Low
Email_Newsletter,2025-12-09,6480,354,293.82,18,0.05462962962962963,0.83,16.3233,Email,Tuesday,December,50,Q4,High
Search_Google,2025-12-09,5407,169,212.08,8,0.03125577954503422,1.2549,26.51,Search,Tuesday,December,50,Q4,High
Social_FB,2025-12-09,13558,277,396.91,6,0.02043074199734474,1.4329,66.1517,Social,Tuesday,December,50,Q4,Medium
Social_IG,2025-12-09,16041,235,280.1,4,0.014649959478835484,1.1919,70.025,Social,Tuesday,December,50,Q4,Medium
Display_Programmatic,2025-12-10,14084,66,70.67,1,0.004686168702073275,1.0708,70.67,Display,Wednesday,December,50,Q4,Low
Email_Newsletter,2025-12-10,7446,364,177.36,20,0.04888530754767661,0.4873,8.868,Email,Wednesday,December,50,Q4,High
Search_Google,2025-12-10,11120,595,1806.43,44,0.05350719424460432,3.036,41.0552,Search,Wednesday,December,50,Q4,High
Social_FB,2025-12-10,19762,439,404.15,16,0.022214350774213135,0.9206,25.2594,Social,Wednesday,December,50,Q4,Medium
Social_IG,2025-12-10,13933,281,183.3,6,0.02016794660159334,0.6523,30.55,Social,Wednesday,December,50,Q4,Medium
Display_Programmatic,2025-12-11,27184,86,83.35,1,0.0031636256621542084,0.9692,83.35,Display,Thursday,December,50,Q4,Low
Email_Newsletter,2025-12-11,4961,261,231.69,14,0.05261036081435194,0.8877,16.5493,Email,Thursday,December,50,Q4,High
Search_Google,2025-12-11,11696,531,1621.39,34,0.04540013679890561,3.0535,47.6879,Search,Thursday,December,50,Q4,High
Social_FB,2025-12-11,13209,132,173.49,5,0.009993186463774699,1.3143,34.698,Social,Thursday,December,50,Q4,Low
Social_IG,2025-12-11,17456,210,297.84,7,0.012030247479376718,1.4183,42.5486,Social,Thursday,December,50,Q4,Medium
Display_Programmatic,2025-12-12,25279,262,87.66,2,0.01036433403220064,0.3346,43.83,Display,Friday,December,50,Q4,Medium
Email_Newsletter,2025-12-12,7018,385,199.7,30,0.054858934169279,0.5187,6.6567,Email,Friday,December,50,Q4,High
Search_Google,2025-12-12,9423,412,594.76,23,0.04372280590045633,1.4436,25.8591,Search,Friday,December,50,Q4,High
Social_FB,2025-12-12,22834,256,247.75,9,0.011211351493387055,0.9678,27.5278,Social,Friday,December,50,Q4,Medium
Social_IG,2025-12-12,12779,258,369.42,11,0.020189373190390485,1.4319,33.5836,Social,Friday,December,50,Q4,Medium
Display_Programmatic,2025-12-13,16673,111,55.79,2,0.006657470161338691,0.5026,27.895,Display,Saturday,December,50,Q4,Low
Email_Newsletter,2025-12-13,4119,208,128.18,21,0.05049769361495508,0.6163,6.1038,Email,Saturday,December,50,Q4,High
Search_Google,2025-12-13,5191,300,849.16,17,0.05779233288383741,2.8305,49.9506,Search,Saturday,December,50,Q4,High
Social_FB,2025-12-13,17101,425,640.08,12,0.0248523478159172,1.5061,53.34,Social,Saturday,December,50,Q4,Medium
Social_IG,2025-12-13,9606,165,213.5,4,0.017176764522173642,1.2939,53.375,Social,Saturday,December,50,Q4,Medium
Display_Programmatic,2025-12-14,23000,120,59.44,2,0.0052173913043478265,0.4953,29.72,Display,Sunday,December,50,Q4,Low
Email_Newsletter,2025-12-14,6850,215,123.17,19,0.031386861313868614,0.5729,6.4826,Email,Sunday,December,50,Q4,High
Search_Google,2025-12-14,6703,184,225.76,11,0.027450395345367747,1.227,20.5236,Search,Sunday,December,50,Q4,Medium
Social_FB,2025-12-14,13302,155,164.88,4,0.011652383100285671,1.0637,41.22,Social,Sunday,December,50,Q4,Medium
Social_IG,2025-12-14,12011,201,124.02,4,0.016734659895096163,0.617,31.005,Social,Sunday,December,50,Q4,Medium
Display_Programmatic,2025-12-15,17467,55,27.42,1,0.003148794870326902,0.4985,27.42,Display,Monday,December,51,Q4,Low
Email_Newsletter,2025-12-15,3372,69,38.17,5,0.020462633451957295,0.5532,7.634,Email,Monday,December,51,Q4,Medium
Search_Google,2025-12-15,5181,203,400.32,8,0.03918162516888631,1.972,50.04,Search,Monday,December,51,Q4,High
Social_FB,2025-12-15,12927,237,253.92,9,0.01833372012067765,1.0714,28.2133,Social,Monday,December,51,Q4,Medium
Social_IG,2025-12-15,15077,182,244.11,6,0.012071366982821517,1.3413,40.685,Social,Monday,December,51,Q4,Medium
Display_Programmatic,2025-12-16,37242,293,304.85,5,0.007867461468234789,1.0404,60.97,Display,Tuesday,December,51,Q4,Low
Email_Newsletter,2025-12-16,5645,268,155.79,24,0.047475642161204604,0.5813,6.4912,Email,Tuesday,December,51,Q4,High
Search_Google,2025-12-16,10152,253,710.47,21,0.02492119779353822,2.8082,33.8319,Search,Tuesday,December,51,Q4,Medium
Social_FB,2025-12-16,22483,370,560.39,10,0.016456878530445224,1.5146,56.039,Social,Tuesday,December,51,Q4,Medium
Social_IG,2025-12-16,16644,320,209.52,7,0.019226147560682527,0.6548,29.9314,Social,Tuesday,December,51,Q4,Medium
Display_Programmatic,2025-12-17,29434,319,116.51,4,0.010837806618196643,0.3652,29.1275,Display,Wednesday,December,51,Q4,Medium
Email_Newsletter,2025-12-17,4359,197,190.31,12,0.04519385180087176,0.966,15.8592,Email,Wednesday,December,51,Q4,High
Search_Google,2025-12-17,5884,323,1183.63,15,0.054894629503738954,3.6645,78.9087,Search,Wednesday,December,51,Q4,High
Social_FB,2025-12-17,8940,178,192.28,8,0.019910514541387026,1.0802,24.035,Social,Wednesday,December,51,Q4,Medium
Social_IG,2025-12-17,11559,119,141.4,3,0.01029500821870404,1.1882,47.1333,Social,Wednesday,December,51,Q4,Medium
Display_Programmatic,2025-12-18,16922,55,45.13,1,0.0032502068313438126,0.8205,45.13,Display,Thursday,December,51,Q4,Low
Email_Newsletter,2025-12-18,4994,174,117.88,11,0.034841810172206646,0.6775,10.7164,Email,Thursday,December,51,Q4,High
Search_Google,2025-12-18,7250,431,1513.81,16,0.05944827586206897,3.5123,94.6131,Search,Thursday,December,51,Q4,High
Social_FB,2025-12-18,19811,224,192.0,4,0.011306849729948009,0.8571,48.0,Social,Thursday,December,51,Q4,Medium
Social_IG,2025-12-18,12767,274,356.25,7,0.021461580637581263,1.3002,50.8929,Social,Thursday,December,51,Q4,Medium
Display_Programmatic,2025-12-19,13818,115,91.97,2,0.00832247792734115,0.7997,45.985,Display,Friday,December,51,Q4,Low
Email_Newsletter,2025-12-19,5788,195,83.79,23,0.033690393918451966,0.4297,3.643,Email,Friday,December,51,Q4,High
Search_Google,2025-12-19,4935,180,397.3,7,0.0364741641337386,2.2072,56.7571,Search,Friday,December,51,Q4,High
Social_FB,2025-12-19,24907,458,400.55,20,0.0183884048661019,0.8746,20.0275,Social,Friday,December,51,Q4,Medium
Social_IG,2025-12-19,17558,364,294.42,7,0.020731290579792686,0.8088,42.06,Social,Friday,December,51,Q4,Medium
Display_Programmatic,2025-12-20,33040,279,219.18,3,0.008444309927360776,0.7856,73.06,Display,Saturday,December,51,Q4,Low
Email_Newsletter,2025-12-20,4347,210,164.33,19,0.04830917874396135,0.7825,8.6489,Email,Saturday,December,51,Q4,High
Search_Google,2025-12-20,10877,486,758.65,36,0.044681437896478805,1.561,21.0736,Search,Saturday,December,51,Q4,High
Social_FB,2025-12-20,22589,322,475.99,8,0.014254725751471955,1.4782,59.4988,Social,Saturday,December,51,Q4,Medium
Social_IG,2025-12-20,18658,285,355.63,7,0.015274949083503055,1.2478,50.8043,Social,Saturday,December,51,Q4,Medium
Display_Programmatic,2025-12-21,16347,50,43.96,1,0.0030586651985073715,0.8792,43.96,Display,Sunday,December,51,Q4,Low
Email_Newsletter,2025-12-21,7380,213,101.68,18,0.02886178861788618,0.4774,5.6489,Email,Sunday,December,51,Q4,Medium
Search_Google,2025-12-21,12893,559,1250.83,41,0.0433568603117971,2.2376,30.508,Search,Sunday,December,51,Q4,High
Social_FB,2025-12-21,10294,153,185.27,3,0.014863027006022926,1.2109,61.7567,Social,Sunday,December,51,Q4,Medium
Social_IG,2025-12-21,16973,288,190.98,6,0.016968125846933364,0.6631,31.83,Social,Sunday,December,51,Q4,Medium
Display_Programmatic,2025-12-22,27645,315,259.91,5,0.011394465545306565,0.8251,51.982,Display,Monday,December,52,Q4,Medium
Email_Newsletter,2025-12-22,8090,396,243.18,38,0.048949320148331275,0.6141,6.3995,Email,Monday,December,52,Q4,High
Search_Google,2025-12-22,10125,301,1084.83,24,0.029728395061728394,3.6041,45.2012,Search,Monday,December,52,Q4,Medium
Social_FB,2025-12-22,17466,204,225.75,8,0.011679835108210237,1.1066,28.2188,Social,Monday,December,52,Q4,Medium
Social_IG,2025-12-22,18235,211,287.53,7,0.011571154373457637,1.3627,41.0757,Social,Monday,December,52,Q4,Medium
Display_Programmatic,2025-12-23,13210,77,47.41,1,0.005828917486752461,0.6157,47.41,Display,Tuesday,December,52,Q4,Low
Email_Newsletter,2025-12-23,3001,61,29.47,4,0.02032655781406198,0.4831,7.3675,Email,Tuesday,December,52,Q4,Medium
Search_Google,2025-12-23,7797,258,889.26,19,0.03308964986533282,3.4467,46.8032,Search,Tuesday,December,52,Q4,High
Social_FB,2025-12-23,13243,371,579.89,7,0.02801480027184173,1.563,82.8414,Social,Tuesday,December,52,Q4,Medium
Social_IG,2025-12-23,20298,376,283.02,7,0.018523992511577495,0.7527,40.4314,Social,Tuesday,December,52,Q4,Medium
Display_Programmatic,2025-12-24,12327,49,35.3,0,0.003975014196479273,0.7204,0.0,Display,Wednesday,December,52,Q4,Low
Email_Newsletter,2025-12-24,7819,323,260.92,33,0.04130963038751759,0.8078,7.9067,Email,Wednesday,December,52,Q4,High
Search_Google,2025-12-24,12833,535,1942.62,47,0.041689394529728044,3.6311,41.3323,Search,Wednesday,December,52,Q4,High
Social_FB,2025-12-24,13650,283,275.53,10,0.020732600732600734,0.9736,27.553,Social,Wednesday,December,52,Q4,Medium
Social_IG,2025-12-24,17334,285,306.68,9,0.016441675320179993,1.0761,34.0756,Social,Wednesday,December,52,Q4,Medium
Display_Programmatic,2025-12-25,42320,244,179.78,4,0.005765595463137996,0.7368,44.945,Display,Thursday,December,52,Q4,Low
Email_Newsletter,2025-12-25,8697,392,365.42,29,0.04507301368287915,0.9322,12.6007,Email,Thursday,December,52,Q4,High
Search_Google,2025-12-25,5019,171,407.96,7,0.03407053197848177,2.3857,58.28,Search,Thursday,December,52,Q4,High
Social_FB,2025-12-25,23994,465,510.27,21,0.01937984496124031,1.0974,24.2986,Social,Thursday,December,52,Q4,Medium
Social_IG,2025-12-25,19885,409,513.87,9,0.020568267538345487,1.2564,57.0967,Social,Thursday,December,52,Q4,Medium
Display_Programmatic,2025-12-26,33116,253,245.62,4,0.007639811571445827,0.9708,61.405,Display,Friday,December,52,Q4,Low
Email_Newsletter,2025-12-26,7036,242,198.64,26,0.03439454235361,0.8208,7.64,Email,Friday,December,52,Q4,High
Search_Google,2025-12-26,9090,198,742.11,14,0.02178217821782178,3.748,53.0079,Search,Friday,December,52,Q4,Medium
Social_FB,2025-12-26,18913,251,310.84,9,0.013271294876539946,1.2384,34.5378,Social,Friday,December,52,Q4,Medium
Social_IG,2025-12-26,14023,149,127.99,6,0.010625401126720387,0.859,21.3317,Social,Friday,December,52,Q4,Medium
Display_Programmatic,2025-12-27,14805,130,95.32,2,0.008780817291455589,0.7332,47.66,Display,Saturday,December,52,Q4,Low
Email_Newsletter,2025-12-27,5120,216,71.78,11,0.0421875,0.3323,6.5255,Email,Saturday,December,52,Q4,High
Search_Google,2025-12-27,4966,272,674.53,17,0.05477245267821184,2.4799,39.6782,Search,Saturday,December,52,Q4,High
Social_FB,2025-12-27,12186,178,250.76,5,0.014606925980633513,1.4088,50.152,Social,Saturday,December,52,Q4,Medium
Social_IG,2025-12-27,10240,198,133.24,7,0.0193359375,0.6729,19.0343,Social,Saturday,December,52,Q4,Medium
Display_Programmatic,2025-12-28,20474,215,88.78,3,0.010501123375989059,0.4129,29.5933,Display,Sunday,December,52,Q4,Medium
Email_Newsletter,2025-12-28,5826,296,172.77,28,0.05080672845863371,0.5837,6.1704,Email,Sunday,December,52,Q4,High
Search_Google,2025-12-28,5004,165,329.42,8,0.03297362110311751,1.9965,41.1775,Search,Sunday,December,52,Q4,High
Social_FB,2025-12-28,22487,277,372.99,6,0.012318228309690043,1.3465,62.165,Social,Sunday,December,52,Q4,Medium
Social_IG,2025-12-28,17932,337,377.36,7,0.018793218826678563,1.1198,53.9086,Social,Sunday,December,52,Q4,Medium
Display_Programmatic,2025-12-29,41580,125,135.91,1,0.0030062530062530063,1.0873,135.91,Display,Monday,December,1,Q4,Low
Email_Newsletter,2025-12-29,2877,70,19.16,8,0.024330900243309004,0.2737,2.395,Email,Monday,December,1,Q4,Medium
Search_Google,2025-12-29,8281,232,335.89,15,0.02801594010385219,1.4478,22.3927,Search,Monday,December,1,Q4,Medium
Social_FB,2025-12-29,17275,232,223.47,5,0.013429811866859624,0.9632,44.694,Social,Monday,December,1,Q4,Medium
Social_IG,2025-12-29,11436,208,126.83,6,0.01818817768450507,0.6098,21.1383,Social,Monday,December,1,Q4,Medium
Display_Programmatic,2025-12-30,25826,206,133.04,2,0.007976457833191357,0.6458,66.52,Display,Tuesday,December,1,Q4,Low
Email_Newsletter,2025-12-30,5496,278,215.01,16,0.05058224163027657,0.7734,13.4381,Email,Tuesday,December,1,Q4,High
Search_Google,2025-12-30,8650,252,542.01,14,0.029132947976878612,2.1508,38.715,Search,Tuesday,December,1,Q4,Medium
Social_FB,2025-12-30,24466,474,340.79,18,0.01937382489986103,0.719,18.9328,Social,Tuesday,December,1,Q4,Medium
Social_IG,2025-12-30,11704,193,124.28,6,0.016490088858509912,0.6439,20.7133,Social,Tuesday,December,1,Q4,Medium
Display_Programmatic,2025-12-31,19607,86,93.31,1,0.004386188606110062,1.085,93.31,Display,Wednesday,December,1,Q4,Low
Email_Newsletter,2025-12-31,7185,351,303.88,19,0.0488517745302714,0.8658,15.9937,Email,Wednesday,December,1,Q4,High
Search_Google,2025-12-31,7999,413,576.93,21,0.05163145393174147,1.3969,27.4729,Search,Wednesday,December,1,Q4,High
Social_FB,2025-12-31,15118,383,555.42,9,0.025334038894033604,1.4502,61.7133,Social,Wednesday,December,1,Q4,Medium
Social_IG,2025-12-31,16532,278,289.38,9,0.016815872247761918,1.0409,32.1533,Social,Wednesday,December,1,Q4,Medium
Display_Programmatic,2026-01-01,14770,161,148.03,2,0.010900473933649289,0.9194,74.015,Display,Thursday,January,1,Q1,Medium
Email_Newsletter,2026-01-01,7632,318,104.18,30,0.041666666666666664,0.3276,3.4727,Email,Thursday,January,1,Q1,High
Search_Google,2026-01-01,13614,572,1298.73,50,0.042015572205083,2.2705,25.9746,Search,Thursday,January,1,Q1,High
Social_FB,2026-01-01,16002,399,652.89,11,0.024934383202099737,1.6363,59.3536,Social,Thursday,January,1,Q1,Medium
Social_IG,2026-01-01,14686,193,104.9,3,0.013141767669889691,0.5435,34.9667,Social,Thursday,January,1,Q1,Medium
Display_Programmatic,2026-01-02,25701,308,243.9,5,0.011983969495350376,0.7919,48.78,Display,Friday,January,1,Q1,Medium
Email_Newsletter,2026-01-02,3270,140,105.84,15,0.04281345565749235,0.756,7.056,Email,Friday,January,1,Q1,High
Search_Google,2026-01-02,5595,180,507.18,7,0.032171581769437,2.8177,72.4543,Search,Friday,January,1,Q1,High
Social_FB,2026-01-02,18864,345,516.48,7,0.01828880407124682,1.497,73.7829,Social,Friday,January,1,Q1,Medium
Social_IG,2026-01-02,11996,146,95.51,4,0.012170723574524842,0.6542,23.8775,Social,Friday,January,1,Q1,Medium
Display_Programmatic,2026-01-03,43965,137,155.67,1,0.0031161150915500965,1.1363,155.67,Display,Saturday,January,1,Q1,Low
Email_Newsletter,2026-01-03,7502,161,69.9,12,0.021460943748333777,0.4342,5.825,Email,Saturday,January,1,Q1,Medium
Search_Google,2026-01-03,10350,315,495.34,24,0.030434782608695653,1.5725,20.6392,Search,Saturday,January,1,Q1,High
Social_FB,2026-01-03,26403,439,651.78,14,0.016626898458508503,1.4847,46.5557,Social,Saturday,January,1,Q1,Medium
Social_IG,2026-01-03,19773,425,280.05,9,0.021493956405199008,0.6589,31.1167,Social,Saturday,January,1,Q1,Medium
Display_Programmatic,2026-01-04,27301,101,102.43,1,0.0036994981868796015,1.0142,102.43,Display,Sunday,January,1,Q1,Low
Email_Newsletter,2026-01-04,4506,163,117.72,15,0.0361739902352419,0.7222,7.848,Email,Sunday,January,1,Q1,High
Search_Google,2026-01-04,6762,394,822.34,31,0.05826678497485951,2.0872,26.5271,Search,Sunday,January,1,Q1,High
Social_FB,2026-01-04,18620,236,316.06,7,0.012674543501611171,1.3392,45.1514,Social,Sunday,January,1,Q1,Medium
Social_IG,2026-01-04,19853,330,312.98,13,0.016622172971339343,0.9484,24.0754,Social,Sunday,January,1,Q1,Medium
Display_Programmatic,2026-01-05,26193,187,215.98,4,0.007139312029931661,1.155,53.995,Display,Monday,January,2,Q1,Low
Email_Newsletter,2026-01-05,5486,145,46.85,8,0.026430915056507475,0.3231,5.8562,Email,Monday,January,2,Q1,Medium
Search_Google,2026-01-05,13361,696,905.22,28,0.05209190928822693,1.3006,32.3293,Search,Monday,January,2,Q1,High
Social_FB,2026-01-05,17505,317,241.21,15,0.018109111682376465,0.7609,16.0807,Social,Monday,January,2,Q1,Medium
Social_IG,2026-01-05,14385,252,162.63,4,0.017518248175182483,0.6454,40.6575,Social,Monday,January,2,Q1,Medium
Display_Programmatic,2026-01-06,40831,298,167.29,6,0.007298376233743969,0.5614,27.8817,Display,Tuesday,January,2,Q1,Low
Email_Newsletter,2026-01-06,9367,509,333.45,46,0.05433970321340877,0.6551,7.2489,Email,Tuesday,January,2,Q1,High
Search_Google,2026-01-06,15087,375,1237.31,26,0.024855836150328096,3.2995,47.5888,Search,Tuesday,January,2,Q1,Medium
Social_FB,2026-01-06,21833,322,236.17,6,0.014748316768194934,0.7334,39.3617,Social,Tuesday,January,2,Q1,Medium
Social_IG,2026-01-06,9111,173,245.85,4,0.018988036439468774,1.4211,61.4625,Social,Tuesday,January,2,Q1,Medium
Display_Programmatic,2026-01-07,29692,315,177.19,6,0.010608918227131888,0.5625,29.5317,Display,Wednesday,January,2,Q1,Medium
Email_Newsletter,2026-01-07,5440,295,172.96,30,0.05422794117647059,0.5863,5.7653,Email,Wednesday,January,2,Q1,High
Search_Google,2026-01-07,5416,111,319.64,10,0.02049483013293944,2.8796,31.964,Search,Wednesday,January,2,Q1,Medium
Social_FB,2026-01-07,27063,435,353.62,21,0.016073606030373572,0.8129,16.839,Social,Wednesday,January,2,Q1,Medium
Social_IG,2026-01-07,13524,212,141.87,5,0.01567583555161195,0.6692,28.374,Social,Wednesday,January,2,Q1,Medium
Display_Programmatic,2026-01-08,14432,109,87.15,1,0.0075526607538802665,0.7995,87.15,Display,Thursday,January,2,Q1,Low
Email_Newsletter,2026-01-08,9091,365,185.26,40,0.040149598504014956,0.5076,4.6315,Email,Thursday,January,2,Q1,High
Search_Google,2026-01-08,9259,241,572.22,13,0.026028728804406525,2.3744,44.0169,Search,Thursday,January,2,Q1,Medium
Social_FB,2026-01-08,20447,270,458.07,10,0.013204871130239155,1.6966,45.807,Social,Thursday,January,2,Q1,Medium
Social_IG,2026-01-08,20565,374,399.74,7,0.018186238755166544,1.0688,57.1057,Social,Thursday,January,2,Q1,Medium
Display_Programmatic,2026-01-09,25000,262,249.45,2,0.01048,0.9521,124.725,Display,Friday,January,2,Q1,Medium
Email_Newsletter,2026-01-09,5628,262,146.37,28,0.04655294953802416,0.5587,5.2275,Email,Friday,January,2,Q1,High
Search_Google,2026-01-09,7300,375,475.19,25,0.05136986301369863,1.2672,19.0076,Search,Friday,January,2,Q1,High
Social_FB,2026-01-09,28391,791,831.8,17,0.027860941847768658,1.0516,48.9294,Social,Friday,January,2,Q1,Medium
Social_IG,2026-01-09,20559,254,322.71,9,0.012354686511989883,1.2705,35.8567,Social,Friday,January,2,Q1,Medium
Display_Programmatic,2026-01-10,15784,139,110.67,1,0.008806386213887482,0.7962,110.67,Display,Saturday,January,2,Q1,Low
Email_Newsletter,2026-01-10,5622,123,80.27,10,0.021878335112059766,0.6526,8.027,Email,Saturday,January,2,Q1,Medium
Search_Google,2026-01-10,10725,292,695.94,16,0.027226107226107226,2.3834,43.4963,Search,Saturday,January,2,Q1,Medium
Social_FB,2026-01-10,11539,195,259.11,8,0.01689921137013606,1.3288,32.3888,Social,Saturday,January,2,Q1,Medium
Social_IG,2026-01-10,14782,199,211.33,5,0.013462319036666216,1.062,42.266,Social,Saturday,January,2,Q1,Medium
Display_Programmatic,2026-01-11,27004,308,210.32,5,0.011405717671456081,0.6829,42.064,Display,Sunday,January,2,Q1,Medium
Email_Newsletter,2026-01-11,8020,210,195.69,20,0.026184538653366583,0.9319,9.7845,Email,Sunday,January,2,Q1,Medium
Search_Google,2026-01-11,5431,189,648.51,7,0.034800220953783836,3.4313,92.6443,Search,Sunday,January,2,Q1,High
Social_FB,2026-01-11,17557,411,350.74,20,0.02340946630973401,0.8534,17.537,Social,Sunday,January,2,Q1,Medium
Social_IG,2026-01-11,16535,234,193.03,4,0.014151799213788932,0.8249,48.2575,Social,Sunday,January,2,Q1,Medium
Display_Programmatic,2026-01-12,17768,193,99.25,3,0.010862224223322827,0.5142,33.0833,Display,Monday,January,3,Q1,Medium
Email_Newsletter,2026-01-12,3344,123,38.65,7,0.0367822966507177,0.3142,5.5214,Email,Monday,January,3,Q1,High
Search_Google,2026-01-12,7577,309,1091.5,16,0.04078131186485416,3.5324,68.2188,Search,Monday,January,3,Q1,High
Social_FB,2026-01-12,26343,535,413.12,20,0.020309000493489732,0.7722,20.656,Social,Monday,January,3,Q1,Medium
Social_IG,2026-01-12,9498,98,104.54,3,0.010317961676142346,1.0667,34.8467,Social,Monday,January,3,Q1,Medium
Display_Programmatic,2026-01-13,17311,91,83.47,1,0.005256773150020219,0.9173,83.47,Display,Tuesday,January,3,Q1,Low
Email_Newsletter,2026-01-13,2287,67,50.5,4,0.02929602098819414,0.7537,12.625,Email,Tuesday,January,3,Q1,Medium
Search_Google,2026-01-13,11478,250,465.48,9,0.021780798048440495,1.8619,51.72,Search,Tuesday,January,3,Q1,Medium
Social_FB,2026-01-13,10478,106,83.07,2,0.0101164344340523,0.7837,41.535,Social,Tuesday,January,3,Q1,Medium
Social_IG,2026-01-13,12468,231,296.1,8,0.0185274302213667,1.2818,37.0125,Social,Tuesday,January,3,Q1,Medium
Display_Programmatic,2026-01-14,17675,132,62.9,3,0.007468175388967468,0.4765,20.9667,Display,Wednesday,January,3,Q1,Low
Email_Newsletter,2026-01-14,4919,178,112.89,21,0.03618621671071356,0.6342,5.3757,Email,Wednesday,January,3,Q1,High
Search_Google,2026-01-14,13825,795,1763.28,30,0.057504520795660034,2.218,58.776,Search,Wednesday,January,3,Q1,High
Social_FB,2026-01-14,17254,454,509.83,10,0.0263127390749971,1.123,50.983,Social,Wednesday,January,3,Q1,Medium
Social_IG,2026-01-14,18589,383,458.54,6,0.020603582764000216,1.1972,76.4233,Social,Wednesday,January,3,Q1,Medium
Display_Programmatic,2026-01-15,24869,224,151.66,3,0.009007197716032008,0.6771,50.5533,Display,Thursday,January,3,Q1,Low
Email_Newsletter,2026-01-15,5545,167,53.01,17,0.03011722272317403,0.3174,3.1182,Email,Thursday,January,3,Q1,High
Search_Google,2026-01-15,5898,226,395.1,14,0.03831807392336385,1.7482,28.2214,Search,Thursday,January,3,Q1,High
Social_FB,2026-01-15,9408,189,143.06,7,0.020089285714285716,0.7569,20.4371,Social,Thursday,January,3,Q1,Medium
Social_IG,2026-01-15,13819,216,224.38,8,0.015630653448151097,1.0388,28.0475,Social,Thursday,January,3,Q1,Medium
Display_Programmatic,2026-01-16,31517,314,125.2,2,0.009962877177396325,0.3987,62.6,Display,Friday,January,3,Q1,Low
Email_Newsletter,2026-01-16,4388,131,99.3,10,0.029854147675478577,0.758,9.93,Email,Friday,January,3,Q1,Medium
Search_Google,2026-01-16,6106,162,601.44,8,0.02653128070750082,3.7126,75.18,Search,Friday,January,3,Q1,Medium
Social_FB,2026-01-16,25402,278,215.83,12,0.010944020155893236,0.7764,17.9858,Social,Friday,January,3,Q1,Medium
Social_IG,2026-01-16,19368,303,336.58,11,0.015644361833952913,1.1108,30.5982,Social,Friday,January,3,Q1,Medium
Display_Programmatic,2026-01-17,28488,289,305.86,3,0.010144622297107555,1.0583,101.9533,Display,Saturday,January,3,Q1,Medium
Email_Newsletter,2026-01-17,7361,191,114.08,16,0.025947561472626002,0.5973,7.13,Email,Saturday,January,3,Q1,Medium
Search_Google,2026-01-17,8481,304,749.7,26,0.035844829619148685,2.4661,28.8346,Search,Saturday,January,3,Q1,High
Social_FB,2026-01-17,12986,311,252.1,15,0.023948868011704913,0.8106,16.8067,Social,Saturday,January,3,Q1,Medium
Social_IG,2026-01-17,13469,175,134.19,6,0.012992798277526172,0.7668,22.365,Social,Saturday,January,3,Q1,Medium
Display_Programmatic,2026-01-18,34511,155,99.2,3,0.0044913216076033725,0.64,33.0667,Display,Sunday,January,3,Q1,Low
Email_Newsletter,2026-01-18,3923,91,68.68,4,0.023196533265358144,0.7547,17.17,Email,Sunday,January,3,Q1,Medium
Search_Google,2026-01-18,11289,672,1059.88,41,0.059526973159713,1.5772,25.8507,Search,Sunday,January,3,Q1,High
Social_FB,2026-01-18,9288,215,206.1,10,0.023148148148148147,0.9586,20.61,Social,Sunday,January,3,Q1,Medium
Social_IG,2026-01-18,13054,120,148.82,5,0.009192584648383637,1.2402,29.764,Social,Sunday,January,3,Q1,Low
Display_Programmatic,2026-01-19,39719,155,69.49,1,0.0039024144615926884,0.4483,69.49,Display,Monday,January,4,Q1,Low
Email_Newsletter,2026-01-19,7917,211,114.35,19,0.0266515094101301,0.5419,6.0184,Email,Monday,January,4,Q1,Medium
Search_Google,2026-01-19,14542,803,1395.54,51,0.05521936459909228,1.7379,27.3635,Search,Monday,January,4,Q1,High
Social_FB,2026-01-19,21782,554,655.09,24,0.02543384445872739,1.1825,27.2954,Social,Monday,January,4,Q1,Medium
Social_IG,2026-01-19,15275,223,206.28,8,0.014599018003273323,0.925,25.785,Social,Monday,January,4,Q1,Medium
Display_Programmatic,2026-01-20,21658,80,76.97,1,0.0036937852063902484,0.9621,76.97,Display,Tuesday,January,4,Q1,Low
Email_Newsletter,2026-01-20,9041,248,114.1,12,0.02743059396084504,0.4601,9.5083,Email,Tuesday,January,4,Q1,Medium
Search_Google,2026-01-20,14162,382,722.04,31,0.02697359130066375,1.8902,23.2916,Search,Tuesday,January,4,Q1,Medium
Social_FB,2026-01-20,15864,399,645.89,13,0.02515128593040847,1.6188,49.6838,Social,Tuesday,January,4,Q1,Medium
Social_IG,2026-01-20,16378,301,229.03,5,0.018378312370252777,0.7609,45.806,Social,Tuesday,January,4,Q1,Medium
Display_Programmatic,2026-01-21,17554,205,194.26,2,0.011678249971516463,0.9476,97.13,Display,Wednesday,January,4,Q1,Medium
